date,delay,distance,origin,destination
2001-03-15 13:20:00,0,737,STL,BWI
2001-03-15 16:11:00,121,416,OMA,ORD
2001-03-15 17:51:00,0,853,MCO,IAH
2001-03-15 18:53:00,-3,290,CLT,ORF
2001-03-15 20:50:00,34,240,DAY,ORD
2001-03-15 21:10:00,0,371,SNA,OAK
2001-03-15 22:48:00,205,1119,DFW,FLL
2001-03-16 08:04:00,-7,164,DFW,CLL
2001-03-16 08:12:00,-2,306,SDF,DTW
2001-03-16 08:15:00,10,321,MSY,BHM
2001-03-16 08:20:00,7,1044,MCI,PHX
2001-03-16 08:23:00,12,484,ATL,STL
2001-03-16 08:55:00,-5,187,CRP,HOU
2001-03-16 09:11:00,31,881,MCO,STL
2001-03-16 09:15:00,-8,308,LAX,SJC
2001-03-16 10:26:00,0,190,AUS,DFW
2001-03-16 11:03:00,1,1121,MIA,DFW
2001-03-16 11:57:00,-28,2475,JFK,LAX
2001-03-16 12:45:00,-5,337,LAX,SFO
2001-03-16 12:54:00,-4,166,HPN,BOS
2001-03-16 14:28:00,16,938,MCO,EWR
2001-03-16 15:09:00,2,440,DTW,STL
2001-03-16 15:51:00,-5,533,MCI,DEN
2001-03-16 16:20:00,62,719,ORD,EWR
2001-03-16 16:23:00,20,580,ABQ,DAL
2001-03-16 16:30:00,50,410,STL,CMH
2001-03-16 16:54:00,-1,298,SYR,DCA
2001-03-16 18:35:00,-1,689,SEA,SLC
2001-03-16 19:54:00,-7,1504,EWR,AUS
2001-03-16 20:06:00,59,892,STL,JFK
2001-03-16 22:21:00,-7,328,DFW,ICT
2001-03-17 06:26:00,7,984,MCO,DFW
2001-03-17 06:57:00,0,2586,JFK,SFO
2001-03-17 07:05:00,-10,622,CLE,MSP
2001-03-17 08:26:00,-13,1008,MSP,EWR
2001-03-17 10:10:00,-7,342,SJC,SNA
2001-03-17 11:17:00,19,118,FAY,CLT
2001-03-17 12:31:00,37,491,ORD,MEM
2001-03-17 13:38:00,9,642,RIC,ORD
2001-03-17 13:55:00,9,576,ATL,BWI
2001-03-17 14:00:00,12,829,CMH,TPA
2001-03-17 14:20:00,15,451,TUS,LAX
2001-03-17 14:23:00,19,872,AUS,PHX
2001-03-17 14:44:00,81,1235,IAH,BWI
2001-03-17 15:00:00,-13,2288,IAD,LAX
2001-03-17 15:26:00,49,231,IND,DTW
2001-03-17 15:55:00,-21,1139,STX,MIA
2001-03-17 17:01:00,-20,978,AUS,ORD
2001-03-17 17:42:00,-6,834,MCO,PIT
2001-03-17 18:00:00,113,152,ATL,TYS
2001-03-17 18:50:00,-28,1390,HOU,LAX
2001-03-17 19:59:00,-19,850,DEN,BUR
2001-03-17 20:30:00,-32,214,LGA,DCA
2001-03-18 05:59:00,-1,174,PBI,TPA
2001-03-18 06:59:00,-14,211,BHM,MEM
2001-03-18 07:12:00,20,920,TPA,PHL
2001-03-18 08:30:00,0,445,ATL,SRQ
2001-03-18 09:32:00,-3,954,SEA,LAX
2001-03-18 10:00:00,-8,592,DFW,COS
2001-03-18 10:00:00,-4,254,STL,SDF
2001-03-18 11:36:00,-4,259,STL,DSM
2001-03-18 12:01:00,-2,1846,ORD,SFO
2001-03-18 12:30:00,23,197,LAS,ONT
2001-03-18 14:12:00,10,248,SAT,DAL
2001-03-18 14:17:00,61,197,FLL,TPA
2001-03-18 14:20:00,-5,487,EWR,DTW
2001-03-18 20:57:00,12,984,DFW,MCO
2001-03-18 21:44:00,26,177,ORD,IND
2001-03-19 01:55:00,11,414,LAS,SFO
2001-03-19 06:44:00,-5,416,OMA,ORD
2001-03-19 06:45:00,-11,777,BDL,MDW
2001-03-19 08:45:00,26,1324,PHL,IAH
2001-03-19 09:14:00,-13,174,ORD,GRB
2001-03-19 09:20:00,-7,130,DFW,ILE
2001-03-19 10:40:00,-4,345,RNO,LAS
2001-03-19 11:47:00,39,1372,DFW,EWR
2001-03-19 12:48:00,-16,1235,DFW,LAX
2001-03-19 13:01:00,16,200,EWR,BOS
2001-03-19 13:45:00,18,1078,COS,CVG
2001-03-19 14:33:00,-5,957,DEN,OAK
2001-03-19 15:22:00,-17,2072,SJU,ORD
2001-03-19 15:25:00,-4,224,DFW,IAH
2001-03-19 15:47:00,-3,290,CLT,ORF
2001-03-19 17:06:00,-14,1515,ORD,LAS
2001-03-19 18:58:00,17,1302,PHL,DFW
2001-03-19 19:05:00,100,178,FLL,MCO
2001-03-19 19:51:00,-23,1825,CLE,LAS
2001-03-19 20:27:00,-12,550,PDX,SFO
2001-03-19 20:48:00,10,1426,MSP,PDX
2001-03-19 22:41:00,11,600,CLT,RSW
2001-03-20 05:52:00,-23,548,BDL,DTW
2001-03-20 07:20:00,24,594,DTW,ATL
2001-03-20 07:20:00,5,1167,EWR,MSY
2001-03-20 07:42:00,53,1439,SJC,DFW
2001-03-20 08:15:00,-5,937,HOU,MDW
2001-03-20 08:57:00,-14,737,BWI,STL
2001-03-20 09:38:00,6,719,EWR,ORD
2001-03-20 10:31:00,42,758,IAD,MCO
2001-03-20 10:34:00,1,189,RNO,SJC
2001-03-20 11:15:00,-5,444,PDX,RNO
2001-03-20 11:27:00,71,533,DEN,MCI
2001-03-20 11:40:00,0,297,SJC,BUR
2001-03-20 12:19:00,2,1635,SFO,IAH
2001-03-20 13:50:00,-3,559,AUS,MEM
2001-03-20 14:15:00,97,406,TPA,ATL
2001-03-20 14:25:00,166,991,PDX,DEN
2001-03-20 15:02:00,-8,264,JFK,ROC
2001-03-20 15:10:00,85,418,LGA,CLE
2001-03-20 15:45:00,-4,224,SEA,GEG
2001-03-20 16:10:00,-8,96,MIA,APF
2001-03-20 18:15:00,4,296,ORF,LGA
2001-03-20 19:07:00,0,986,IAH,GSO
2001-03-20 20:19:00,-1,1173,FLL,BDL
2001-03-20 21:00:00,23,1456,DFW,OAK
2001-03-20 21:30:00,36,144,PIT,CMH
2001-03-20 22:00:00,51,597,DFW,BHM
2001-03-21 06:26:00,18,859,BDL,ATL
2001-03-21 09:13:00,-5,1929,DTW,SJU
2001-03-21 09:50:00,15,281,DFW,XNA
2001-03-21 09:53:00,-1,1827,SLC,IAD
2001-03-21 10:41:00,9,1846,SFO,ORD
2001-03-21 12:52:00,7,852,ATL,ALB
2001-03-21 13:06:00,1,508,TPA,CLT
2001-03-21 14:24:00,8,647,PHX,SMF
2001-03-21 16:10:00,-10,564,SEA,RNO
2001-03-21 16:30:00,-3,228,SJT,DFW
2001-03-21 18:30:00,-7,328,PHX,ABQ
2001-03-21 19:18:00,10,390,RNO,LAX
2001-03-21 19:45:00,1,419,HOU,OKC
2001-03-22 07:00:00,-5,1506,SDF,PHX
2001-03-22 07:10:00,-9,588,ICT,ORD
2001-03-22 07:58:00,-7,2421,SEA,JFK
2001-03-22 08:06:00,-21,1587,ATL,PHX
2001-03-22 08:29:00,-9,595,MIA,ATL
2001-03-22 09:03:00,6,106,JFK,BDL
2001-03-22 10:58:00,-13,334,MSP,ORD
2001-03-22 11:12:00,3,177,IND,ORD
2001-03-22 12:45:00,-17,190,DFW,AUS
2001-03-22 12:49:00,-1,2161,SFO,CLE
2001-03-22 13:39:00,5,342,OMA,STL
2001-03-22 13:42:00,58,1605,DEN,EWR
2001-03-22 14:23:00,-14,680,DEN,MSP
2001-03-22 15:09:00,83,213,DCA,JFK
2001-03-22 17:11:00,27,1619,MEM,LAX
2001-03-22 17:35:00,0,89,DFW,ACT
2001-03-22 17:45:00,18,842,MDW,PVD
2001-03-22 18:30:00,7,1506,PHX,SDF
2001-03-22 19:52:00,-7,110,TUS,PHX
2001-03-22 19:55:00,-14,515,IND,BWI
2001-03-22 19:58:00,19,685,DFW,CID
2001-03-22 21:32:00,82,496,PIT,BOS
2001-03-23 07:25:00,-27,229,IND,STL
2001-03-23 07:46:00,-7,262,SFO,SBA
2001-03-23 07:56:00,5,214,LGA,DCA
2001-03-23 08:00:00,-5,251,MDW,STL
2001-03-23 08:35:00,-11,610,MEM,DTW
2001-03-23 09:46:00,14,647,RDU,ORD
2001-03-23 10:52:00,1,460,DFW,MCI
2001-03-23 12:54:00,1,1440,PHX,ORD
2001-03-23 13:21:00,-3,331,DCA,CLT
2001-03-23 14:11:00,-2,719,EWR,ORD
2001-03-23 14:29:00,4,1062,DFW,RDU
2001-03-23 14:35:00,5,1246,HOU,BWI
2001-03-23 15:34:00,19,185,LGA,BOS
2001-03-23 15:55:00,-16,1439,DFW,SJC
2001-03-23 17:54:00,3,957,DTW,MCO
2001-03-23 18:50:00,35,602,PHX,DEN
2001-03-23 18:58:00,8,264,CVG,ORD
2001-03-23 19:56:00,-7,468,MCO,CLT
2001-03-23 20:14:00,89,679,SFO,SEA
2001-03-23 20:25:00,-5,308,LAX,SJC
2001-03-23 20:41:00,-11,678,ORD,PHL
2001-03-23 20:45:00,-4,412,ORD,PIT
2001-03-23 21:19:00,17,235,ORD,DTW
2001-03-24 00:22:00,-5,1747,LAS,ATL
2001-03-24 01:29:00,3,1235,LAX,DFW
2001-03-24 05:59:00,6,888,DEN,ORD
2001-03-24 06:01:00,-15,229,MDW,DTW
2001-03-24 07:04:00,-5,1477,AUS,SJC
2001-03-24 10:18:00,-3,134,BHM,ATL
2001-03-24 11:06:00,-5,1874,IAH,SEA
2001-03-24 11:28:00,4,197,LAS,ONT
2001-03-24 11:34:00,-10,853,DEN,SAN
2001-03-24 11:39:00,-13,467,PIT,PVD
2001-03-24 12:07:00,31,1242,LAX,AUS
2001-03-24 12:30:00,-3,406,ATL,TPA
2001-03-24 13:02:00,11,1619,MEM,LAX
2001-03-24 13:39:00,5,2115,SNA,PIT
2001-03-24 13:42:00,15,1237,BOS,FLL
2001-03-24 13:50:00,15,868,PHX,DFW
2001-03-24 15:04:00,-18,228,FSM,DFW
2001-03-24 15:58:00,-18,267,PIT,PHL
2001-03-24 16:30:00,-15,1998,PHX,BWI
2001-03-24 17:25:00,1,1491,BWI,DEN
2001-03-24 17:47:00,-1,576,ATL,BWI
2001-03-24 22:30:00,12,423,OMA,MDW
2001-03-24 22:59:00,0,1830,SJC,ORD
2001-03-24 23:31:00,-5,453,ATL,LIT
2001-03-25 07:04:00,2,528,DTW,MSP
2001-03-25 07:22:00,-9,758,MCO,IAD
2001-03-25 07:42:00,-26,152,TYS,ATL
2001-03-25 09:09:00,-27,1097,LGA,MIA
2001-03-25 09:23:00,-19,1372,EWR,DFW
2001-03-25 11:45:00,-4,334,SJC,ONT
2001-03-25 11:55:00,2,334,ORD,MSP
2001-03-25 12:30:00,-15,2133,EWR,PHX
2001-03-25 15:12:00,-19,1107,STT,MIA
2001-03-25 16:00:00,2,991,MSP,SLC
2001-03-25 16:50:00,-20,1300,MSP,LAS
2001-03-25 17:23:00,12,723,ALB,ORD
2001-03-25 17:42:00,16,267,MRY,LAX
2001-03-25 18:20:00,-10,559,AUS,MEM
2001-03-25 18:25:00,-5,187,CRP,HOU
2001-03-25 18:26:00,-7,228,STL,CID
2001-03-25 18:34:00,-10,1182,ORD,FLL
2001-03-25 19:10:00,0,998,BWI,MSY
2001-03-25 19:10:00,-4,2125,CLT,LAX
2001-03-25 19:15:00,-10,477,DAY,PHL
2001-03-25 19:32:00,24,873,TPA,PIT
2001-03-25 19:55:00,-17,533,ATL,IAD
2001-03-25 20:29:00,36,651,CLT,MKE
2001-03-25 21:32:00,-4,337,SFO,LAX
2001-03-25 22:57:00,70,480,SMF,SAN
2001-03-26 06:24:00,-17,1836,OAK,ORD
2001-03-26 06:54:00,3,946,ATL,BOS
2001-03-26 07:26:00,1,229,MDW,DTW
2001-03-26 07:37:00,17,2401,EWR,SEA
2001-03-26 07:40:00,3,603,SYR,CLT
2001-03-26 07:45:00,-3,283,BDL,BWI
2001-03-26 07:59:00,-23,936,DFW,CLT
2001-03-26 08:06:00,18,761,ATL,LGA
2001-03-26 08:22:00,-5,223,LAS,BUR
2001-03-26 09:42:00,18,337,SFO,LAX
2001-03-26 09:43:00,-14,361,CLT,BWI
2001-03-26 10:48:00,-2,592,COS,DFW
2001-03-26 10:52:00,0,235,ORD,DTW
2001-03-26 12:23:00,116,1440,PHX,ORD
2001-03-26 13:00:00,20,828,IND,MCO
2001-03-26 13:24:00,-16,196,PHL,BDL
2001-03-26 13:34:00,0,913,CLT,IAH
2001-03-26 13:41:00,8,1562,BOS,DFW
2001-03-26 15:31:00,1,964,IAH,MIA
2001-03-26 15:35:00,122,784,STL,ORF
2001-03-26 15:47:00,-3,336,CLT,SDF
2001-03-26 16:35:00,-10,197,MSP,FSD
2001-03-26 17:20:00,2,1391,JFK,DFW
2001-03-26 18:08:00,-12,2378,PHL,SEA
2001-03-26 19:28:00,-9,236,LAS,LAX
2001-03-26 21:35:00,25,833,PHX,OKC
2001-03-26 21:40:00,-4,443,ATL,MLB
2001-03-27 07:20:00,-7,632,RDU,MDW
2001-03-27 07:51:00,-8,967,DEN,SFO
2001-03-27 09:01:00,-6,581,FLL,ATL
2001-03-27 10:05:00,12,303,HOU,MSY
2001-03-27 10:06:00,9,1721,ORD,SEA
2001-03-27 11:01:00,1,1121,BOS,MCO
2001-03-27 12:00:00,-14,1674,SJU,BOS
2001-03-27 12:10:00,-21,938,MCO,EWR
2001-03-27 13:27:00,-8,612,ORD,DCA
2001-03-27 14:55:00,-8,325,ONT,PHX
2001-03-27 16:37:00,-7,406,JAC,DEN
2001-03-27 16:58:00,-11,544,CLT,LGA
2001-03-27 17:17:00,-32,177,IND,ORD
2001-03-27 17:18:00,7,2555,EWR,OAK
2001-03-27 17:26:00,5,1017,DFW,RSW
2001-03-27 18:39:00,-18,590,SLC,LAX
2001-03-27 18:48:00,46,4065,OGG,STL
2001-03-27 19:50:00,-25,1363,MCI,LAX
2001-03-27 20:01:00,-8,957,DEN,OAK
2001-03-28 05:30:00,-9,594,DTW,ATL
2001-03-28 05:59:00,1,185,LGA,BOS
2001-03-28 06:30:00,-9,562,DAL,ELP
2001-03-28 06:53:00,-1,1182,ORD,FLL
2001-03-28 06:56:00,-10,98,MBS,DTW
2001-03-28 07:06:00,-5,2329,LAX,BWI
2001-03-28 07:25:00,0,368,LAS,SLC
2001-03-28 07:42:00,-14,368,SLC,LAS
2001-03-28 08:54:00,21,67,ORD,MKE
2001-03-28 09:01:00,-5,332,MEM,ATL
2001-03-28 09:44:00,-9,181,DFW,TXK
2001-03-28 12:05:00,-9,393,HOU,LIT
2001-03-28 12:20:00,0,158,ABI,DFW
2001-03-28 13:38:00,-3,2115,SNA,PIT
2001-03-28 14:19:00,16,719,STL,DCA
2001-03-28 17:27:00,-14,1592,STL,LAX
2001-03-28 17:27:00,-6,723,ALB,ORD
2001-03-28 17:49:00,33,473,ORD,BUF
2001-03-28 19:13:00,26,1103,DFW,PBI
2001-03-28 19:21:00,19,988,DFW,SLC
2001-03-28 19:48:00,11,296,CMH,ORD
2001-03-28 19:58:00,4,240,DAY,ORD
2001-03-28 20:05:00,10,372,SNA,SFO
2001-03-28 20:20:00,3,256,PHX,LAS
2001-03-28 20:59:00,-5,906,MCO,ABE
2001-03-28 22:02:00,10,2342,LAX,MIA
2001-03-29 06:12:00,-16,201,TOL,PIT
2001-03-29 06:40:00,12,679,SFO,SEA
2001-03-29 08:05:00,-3,2475,LAX,JFK
2001-03-29 08:20:00,-2,446,ATL,CMH
2001-03-29 08:46:00,18,978,ORD,AUS
2001-03-29 08:57:00,-23,1139,MEM,BOS
2001-03-29 09:15:00,-13,601,RNO,PHX
2001-03-29 09:30:00,-5,239,HOU,DAL
2001-03-29 09:37:00,82,1754,BOS,DEN
2001-03-29 10:22:00,-20,1998,BWI,PHX
2001-03-29 10:28:00,-9,95,CLE,DTW
2001-03-29 10:55:00,6,1009,PHX,PDX
2001-03-29 13:01:00,32,656,MEM,TPA
2001-03-29 13:15:00,-3,338,BNA,CMH
2001-03-29 13:31:00,-3,1870,SEA,MEM
2001-03-29 14:00:00,-1,373,LAX,SMF
2001-03-29 14:00:00,5,562,DAL,ELP
2001-03-29 14:37:00,15,428,IND,CLT
2001-03-29 15:45:00,1,587,BNA,BWI
2001-03-29 17:01:00,12,429,TUL,IAH
2001-03-29 17:07:00,20,1038,MCI,PHL
2001-03-29 17:30:00,19,590,CLT,PBI
2001-03-29 17:51:00,-9,289,PIT,LEX
2001-03-29 18:03:00,10,185,BOS,LGA
2001-03-29 18:25:00,5,282,OMA,MSP
2001-03-29 18:43:00,19,403,ORD,MCI
2001-03-29 19:33:00,54,301,BUF,JFK
2001-03-29 20:46:00,38,602,PHX,DEN
2001-03-29 22:04:00,21,2116,SJC,ATL
2001-03-30 06:58:00,-15,978,AUS,ORD
2001-03-30 07:11:00,-10,157,ORD,FWA
2001-03-30 08:00:00,-7,328,DFW,ICT
2001-03-30 08:20:00,-10,1044,MCI,PHX
2001-03-30 08:37:00,-1,247,SAT,DFW
2001-03-30 09:35:00,28,946,MEM,EWR
2001-03-30 09:47:00,11,649,DEN,BOI
2001-03-30 10:10:00,-6,1262,STL,PHX
2001-03-30 10:38:00,33,334,JAX,MIA
2001-03-30 11:16:00,21,267,LAX,MRY
2001-03-30 11:59:00,8,1515,LAS,ORD
2001-03-30 16:00:00,58,334,MIA,JAX
2001-03-30 17:25:00,-11,1491,BWI,DEN
2001-03-30 17:38:00,46,1167,EWR,MSY
2001-03-30 18:06:00,13,677,LAX,ABQ
2001-03-30 18:22:00,1,1671,MSY,LAX
2001-03-30 18:58:00,-15,1021,CLE,DFW
2001-03-30 19:04:00,-15,1220,DFW,LGB
2001-03-30 19:37:00,21,1011,TPA,LGA
2001-03-30 20:44:00,-5,429,IAH,TUL
2001-03-30 23:05:00,45,321,ATL,SDF
2001-03-30 23:48:00,2,874,ATL,SAT
2001-03-31 07:04:00,-8,373,LAX,SMF
2001-03-31 07:10:00,-8,842,TPA,BWI
2001-03-31 07:32:00,3,373,CVG,ATL
2001-03-31 08:45:00,-5,737,STL,BWI
2001-03-31 10:33:00,-5,2457,SFO,BWI
2001-03-31 10:40:00,-5,1588,BNA,LAS
2001-03-31 11:26:00,-2,228,STL,CID
2001-03-31 12:32:00,5,758,MCO,IAD
2001-03-31 13:32:00,-10,335,SDF,PIT
2001-03-31 13:35:00,-6,251,MDW,STL
2001-03-31 13:55:00,18,1090,MIA,JFK
2001-03-31 15:23:00,19,1024,EWR,PBI
2001-03-31 16:16:00,-8,302,MOB,ATL
2001-03-31 17:18:00,-17,113,SPS,DFW
2001-03-31 17:46:00,-5,368,SLC,LAS
2001-03-31 18:38:00,-11,693,ORD,OKC
2001-03-31 18:40:00,3,181,OKC,DAL
2001-03-31 19:02:00,-1,1276,MSP,PHX
2001-03-31 19:04:00,-19,622,SJC,PHX
2001-03-31 19:13:00,72,1090,JFK,MIA
2001-03-31 19:54:00,-9,447,SAN,SFO
2001-03-31 21:42:00,36,1172,DFW,IAD
