flight_date,origin_state,phase_of_flight,wildlife_size,wildlife_species,time_of_day,cost_other,cost_repair,cost_total,speed_ias_in_knots
2001-05-17,North Carolina,Descent,Small,Unknown bird - small,Night,0,0,0,220.0
2001-05-17,New Jersey,Descent,Small,Unknown bird - small,Night,0,0,0,250.0
2001-05-18,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
2001-05-19,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-05-20,Colorado,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-05-20,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
2001-05-21,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,128.0
2001-05-21,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-05-21,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
2001-05-22,DC,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
2001-05-22,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,150.0
2001-05-22,Georgia,Take-off run,Small,Unknown bird - small,Day,0,0,0,131.0
2001-05-22,Ohio,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0
2001-05-23,Texas,Climb,Large,Unknown bird - large,Night,0,0,0,160.0
2001-05-23,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,163.0
2001-05-23,Missouri,Landing Roll,Small,Barn swallow,Day,0,0,0,150.0
2001-05-23,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,115.0
2001-05-24,California,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,130.0
2001-05-24,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-05-24,Michigan,Approach,Small,Unknown bird - small,Dawn,0,0,0,160.0
2001-05-24,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-05-25,Oklahoma,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
2001-05-26,Missouri,Landing Roll,Small,Meadowlarks,Day,0,0,0,100.0
2001-05-27,New York,Approach,Small,Unknown bird - small,Night,0,0,0,190.0
2001-05-28,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,130.0
2001-05-28,Ohio,Approach,Small,Eastern meadowlark,Day,0,0,0,140.0
2001-05-28,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
2001-05-28,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,110.0
2001-05-29,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
2001-05-30,Minnesota,Approach,Large,Canada goose,Dawn,0,0,0,140.0
2001-05-30,Colorado,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-05-30,Florida,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,140.0
2001-05-31,Colorado,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-05-31,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,135.0
2001-05-31,California,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-05-31,Arizona,Landing Roll,Small,European starling,Day,0,0,0,140.0
2001-05-31,Oklahoma,Landing Roll,Small,American kestrel,Day,0,0,0,135.0
2001-06-01,DC,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-06-01,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-06-01,Arizona,Climb,Small,Unknown bird - small,Day,0,0,0,210.0
2001-06-02,DC,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-06-03,North Carolina,Approach,Medium,Red-tailed hawk,Day,0,0,0,140.0
2001-06-03,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-06-03,Utah,Climb,Medium,American crow,Night,0,0,0,170.0
2001-06-03,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
2001-06-03,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,170.0
2001-06-04,Utah,Landing Roll,Small,American kestrel,Day,0,0,0,140.0
2001-06-05,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-06-05,DC,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
2001-06-06,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,145.0
2001-06-06,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
2001-06-06,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,110.0
2001-06-06,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
2001-06-06,Oregon,Landing Roll,Small,Chimney swift,Dusk,0,0,0,140.0
2001-06-06,Missouri,Descent,Small,Unknown bird - small,Night,0,0,0,140.0
2001-06-07,Michigan,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-06-08,New Jersey,Approach,Large,Canada goose,Dawn,0,3644483,3644483,136.0
2001-06-08,DC,Take-off run,Small,Unknown bird - small,Day,0,0,0,110.0
2001-06-08,New York,Take-off run,Small,Rock pigeon,Day,0,0,0,140.0
2001-06-10,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
2001-06-10,Kentucky,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,100.0
2001-06-10,Utah,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
2001-06-11,New York,Approach,Medium,Mallard,Day,0,0,0,140.0
2001-06-11,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-06-11,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,160.0
2001-06-12,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,125.0
2001-06-12,Oklahoma,Climb,Medium,Unknown bird or bat,Dusk,0,0,0,140.0
2001-06-12,South Carolina,Climb,Small,Cattle egret,Day,0,29156,29156,125.0
2001-06-12,DC,Approach,Small,Unknown bird - small,Day,0,0,0,210.0
2001-06-13,Tennessee,Approach,Large,Turkey vulture,Day,0,0,0,210.0
2001-06-13,Oregon,Take-off run,Large,Great blue heron,Day,0,0,0,140.0
2001-06-13,Colorado,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-06-13,Florida,Take-off run,Small,Mourning dove,Day,0,19524,19524,120.0
2001-06-13,Kentucky,Landing Roll,Small,European starling,Day,0,0,0,80.0
2001-06-14,New York,Take-off run,Large,Canada goose,Day,0,0,0,70.0
2001-06-14,Michigan,Climb,Small,Unknown bird - small,Day,0,0,0,110.0
2001-06-14,New Jersey,Landing Roll,Small,Mourning dove,Day,0,0,0,140.0
2001-06-14,South Carolina,Take-off run,Small,Cattle egret,Day,0,4165,4165,120.0
2001-06-16,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-06-16,California,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-06-16,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
2001-06-17,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,140.0
2001-06-19,California,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
2001-06-19,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
2001-06-20,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,145.0
2001-06-20,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,110.0
2001-06-20,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,180.0
2001-06-21,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
2001-06-22,Colorado,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-06-22,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,140.0
2001-06-22,Tennessee,Take-off run,Medium,American crow,Day,0,0,0,115.0
2001-06-22,New York,Take-off run,Small,Laughing gull,Day,0,0,0,140.0
2001-06-22,Arizona,Take-off run,Small,Unknown bird - small,Dusk,260,0,260,140.0
2001-06-23,Ohio,Landing Roll,Small,Mourning dove,Day,0,0,0,120.0
2001-06-24,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-06-24,Utah,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-06-24,Kentucky,Climb,Small,American robin,Day,0,0,0,80.0
2001-06-24,Illinois,Descent,Small,Unknown bird - small,Day,0,0,0,280.0
2001-06-24,Kentucky,Take-off run,Small,Killdeer,Day,0,0,0,130.0
2001-06-25,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,130.0
2001-06-25,Michigan,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-06-25,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,180.0
2001-06-25,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
2001-06-26,Oregon,Landing Roll,Medium,Unknown bird - medium,Day,0,1302,1302,140.0
2001-06-26,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-06-26,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-06-26,North Carolina,Approach,Small,Rock pigeon,Day,0,0,0,105.0
2001-06-26,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
2001-06-27,New York,Take-off run,Medium,Herring gull,Day,0,0,0,140.0
2001-06-27,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-06-28,Colorado,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-06-28,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,155.0
2001-06-28,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
2001-06-28,Louisiana,Take-off run,Small,Barn swallow,Dusk,0,0,0,90.0
2001-06-28,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
2001-06-29,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,220.0
2001-06-29,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-06-29,Colorado,Approach,Small,Mourning dove,Day,0,0,0,108.0
2001-06-30,Oregon,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-01,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-01,Texas,Climb,Small,Unknown bird - small,Dusk,0,0,0,180.0
2001-07-02,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,140.0
2001-07-02,Oklahoma,Climb,Medium,Unknown bird or bat,Night,0,0,0,140.0
2001-07-02,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,150.0
2001-07-03,New York,Take-off run,Small,Laughing gull,Dusk,0,0,0,140.0
2001-07-04,Texas,Climb,Small,Unknown bird - small,Dawn,0,0,0,200.0
2001-07-04,California,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
2001-07-05,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,105.0
2001-07-05,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
2001-07-05,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-05,Oregon,Landing Roll,Small,Cliff swallow,Day,0,0,0,140.0
2001-07-05,California,Approach,Small,Unknown bird - small,Dusk,0,0,0,130.0
2001-07-06,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-06,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,170.0
2001-07-06,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
2001-07-07,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,110.0
2001-07-07,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100.0
2001-07-07,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-07-07,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,160.0
2001-07-07,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0
2001-07-07,California,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
2001-07-08,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-07-08,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-07-08,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,132.0
2001-07-08,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,130.0
2001-07-09,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
2001-07-09,DC,Approach,Small,Mourning dove,Dawn,0,0,0,110.0
2001-07-09,Texas,Climb,Small,Unknown bird - small,Dawn,0,0,0,155.0
2001-07-09,Michigan,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
2001-07-09,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-10,Kentucky,Climb,Medium,American crow,Dawn,0,0,0,150.0
2001-07-10,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
2001-07-10,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
2001-07-11,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
2001-07-11,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,130.0
2001-07-11,Michigan,Take-off run,Small,Unknown bird - small,Day,0,0,0,130.0
2001-07-11,Tennessee,Descent,Small,Unknown bird - small,Night,0,0,0,180.0
2001-07-12,Colorado,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-07-12,California,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
2001-07-12,Oregon,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-12,DC,Take-off run,Small,American kestrel,Dusk,0,0,0,100.0
2001-07-13,Kentucky,Approach,Large,Unknown bird - large,Night,0,0,0,130.0
2001-07-13,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-13,Missouri,Landing Roll,Medium,Mallard,Day,0,0,0,120.0
2001-07-13,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-14,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-14,New York,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
2001-07-14,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
2001-07-14,California,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-16,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-16,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
2001-07-16,Michigan,Approach,Small,Unknown bird - small,Dawn,0,0,0,115.0
2001-07-16,Oregon,Approach,Small,Unknown bird - small,Dawn,0,0,0,140.0
2001-07-16,New York,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
2001-07-16,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
2001-07-16,Pennsylvania,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0
2001-07-17,Florida,Approach,Medium,Unknown bird - medium,Day,0,0,0,170.0
2001-07-17,Hawaii,Approach,Small,Western meadowlark,Dawn,0,0,0,130.0
2001-07-17,Louisiana,Approach,Small,European starling,Day,0,0,0,145.0
2001-07-17,North Carolina,Approach,Small,Mourning dove,Day,0,0,0,140.0
2001-07-17,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-17,New York,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
2001-07-17,Oregon,Landing Roll,Small,American kestrel,Day,0,0,0,140.0
2001-07-17,Maryland,Take-off run,Small,Unknown bird - small,Day,0,0,0,150.0
2001-07-18,Pennsylvania,Descent,Small,Unknown bird - small,Dawn,0,0,0,140.0
2001-07-18,California,Approach,Small,Unknown bird - small,Day,0,0,0,170.0
2001-07-19,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-19,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,112.0
2001-07-19,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-19,California,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-19,Maryland,Take-off run,Small,Unknown bird - small,Day,0,0,0,135.0
2001-07-19,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
2001-07-19,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,200.0
2001-07-20,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
2001-07-20,Washington,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-21,Oregon,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,140.0
2001-07-21,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-22,Texas,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,80.0
2001-07-22,Texas,Landing Roll,Small,Meadowlarks,Dawn,0,0,0,90.0
2001-07-22,Texas,Descent,Small,Unknown bird - small,Day,0,0,0,240.0
2001-07-23,Oregon,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-23,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
2001-07-23,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-23,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-23,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
2001-07-23,Indiana,Landing Roll,Small,Mourning dove,Dawn,0,0,0,140.0
2001-07-23,Indiana,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,140.0
2001-07-23,Texas,Approach,Small,Rock pigeon,Day,0,0,0,135.0
2001-07-23,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-23,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-24,Oklahoma,Climb,Medium,Unknown bird or bat,Day,0,0,0,140.0
2001-07-24,Ohio,Take-off run,Small,Mourning dove,Dawn,0,0,0,80.0
2001-07-24,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-24,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,140.0
2001-07-24,Ohio,Landing Roll,Small,Mourning dove,Dusk,0,0,0,140.0
2001-07-24,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
2001-07-24,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,250.0
2001-07-24,Pennsylvania,Landing Roll,Small,Unknown bird - small,Night,0,0,0,80.0
2001-07-25,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,140.0
2001-07-25,Kentucky,Approach,Small,European starling,Day,0,0,0,120.0
2001-07-26,Colorado,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-07-26,DC,Approach,Small,Unknown bird - small,Day,0,0,0,146.0
2001-07-26,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,160.0
2001-07-26,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
2001-07-26,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80.0
2001-07-26,Missouri,Landing Roll,Small,Cliff swallow,Day,0,0,0,120.0
2001-07-26,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,60.0
2001-07-27,California,Approach,Small,Rock pigeon,Day,0,0,0,62.0
2001-07-27,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-27,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-27,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
2001-07-27,Missouri,Landing Roll,Small,American kestrel,Day,0,0,0,70.0
2001-07-27,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,100.0
2001-07-27,New York,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
2001-07-28,Pennsylvania,Approach,Large,Canada goose,Dusk,0,0,0,140.0
2001-07-28,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
2001-07-28,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
2001-07-28,Oregon,Take-off run,Small,Mourning dove,Day,0,0,0,140.0
2001-07-29,Ohio,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-29,Kentucky,Approach,Small,Killdeer,Day,0,0,0,110.0
2001-07-29,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
2001-07-29,Illinois,Take-off run,Small,Barn swallow,Day,0,0,0,160.0
2001-07-29,Indiana,Climb,Small,European starling,Dusk,0,0,0,140.0
2001-07-30,Missouri,Approach,Small,European starling,Dawn,0,0,0,130.0
2001-07-30,Ohio,Take-off run,Small,Barn swallow,Day,0,0,0,140.0
2001-07-30,Kentucky,Approach,Small,European starling,Day,0,0,0,130.0
2001-07-30,Colorado,Landing Roll,Small,Cliff swallow,Day,0,0,0,140.0
2001-07-30,Ohio,Landing Roll,Small,American kestrel,Day,0,0,0,140.0
2001-07-30,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-30,Ohio,Take-off run,Small,Rock pigeon,Day,0,0,0,140.0
2001-07-30,DC,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,140.0
2001-07-30,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
2001-07-30,Utah,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
2001-07-31,DC,Approach,Large,Canada goose,Dusk,0,559688,559688,135.0
2001-07-31,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-07-31,Kentucky,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
2001-07-31,Colorado,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,140.0
2001-07-31,California,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
2001-07-31,Pennsylvania,Descent,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-31,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
2001-07-31,DC,Approach,Small,Unknown bird - small,Night,0,0,0,125.0
2001-08-02,Oregon,Landing Roll,Large,Great blue heron,Day,0,0,0,140.0
2001-08-02,Missouri,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,140.0
2001-08-02,Missouri,Approach,Medium,Unknown bird - medium,Day,2864,103061,105925,140.0
2001-08-02,Missouri,Approach,Small,Mourning dove,Day,0,0,0,120.0
2001-08-02,New Jersey,Landing Roll,Small,European starling,Day,0,0,0,100.0
2001-08-02,Ohio,Landing Roll,Small,American kestrel,Day,0,0,0,140.0
2001-08-02,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,140.0
2001-08-02,North Carolina,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0
2001-08-02,New Jersey,Landing Roll,Small,Rock pigeon,Dusk,0,0,0,140.0
2001-08-02,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
2001-08-03,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-08-03,Indiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100.0
2001-08-03,Florida,Climb,Medium,Unknown bird - medium,Night,0,0,0,160.0
2001-08-03,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
2001-08-03,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
2001-08-03,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,129.0
2001-08-03,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,135.0
2001-08-04,Missouri,Take-off run,Small,American kestrel,Day,0,0,0,110.0
2001-08-04,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
2001-08-04,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
2001-08-05,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
2001-08-05,Florida,Climb,Small,Mourning dove,Day,0,0,0,170.0
2001-08-05,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
2001-08-05,Utah,Climb,Small,Unknown bird - small,Night,0,0,0,155.0
2001-08-06,New York,Take-off run,Small,Barn swallow,Day,0,0,0,140.0
2001-08-07,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,180.0
2001-08-07,Minnesota,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100.0
2001-08-07,Oregon,Landing Roll,Small,American kestrel,Day,0,0,0,140.0
2001-08-07,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
2001-08-07,Missouri,Take-off run,Small,American kestrel,Day,0,0,0,150.0
2001-08-08,New Jersey,Approach,Large,Canada goose,Day,0,0,0,100.0
2001-08-08,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,210.0
2001-08-08,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-08-08,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,140.0
2001-08-08,Michigan,Climb,Small,Unknown bird - small,Day,0,0,0,125.0
2001-08-08,Louisiana,Take-off run,Small,Barn swallow,Day,0,0,0,130.0
2001-08-08,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,230.0
2001-08-08,Florida,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,110.0
2001-08-08,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
2001-08-09,Arizona,Approach,Large,Unknown bird - large,Day,0,0,0,140.0
2001-08-09,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,240.0
2001-08-09,Missouri,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-08-09,Maryland,Climb,Small,Unknown bird - small,Dawn,0,0,0,220.0
2001-08-09,Louisiana,Climb,Small,American robin,Day,0,0,0,240.0
2001-08-10,Texas,Approach,Small,Rock pigeon,Day,0,0,0,130.0
2001-08-10,Colorado,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
2001-08-11,New York,Climb,Small,Unknown bird - small,Dawn,0,0,0,165.0
2001-08-11,New Jersey,Take-off run,Small,Rock pigeon,Day,0,0,0,140.0
2001-08-12,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
2001-08-12,North Carolina,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,95.0
2001-08-12,Kentucky,Take-off run,Small,Eastern meadowlark,Dawn,0,0,0,100.0
2001-08-12,Missouri,Approach,Small,Western meadowlark,Day,0,0,0,140.0
2001-08-12,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
2001-08-12,Kentucky,Take-off run,Small,Eastern meadowlark,Day,0,0,0,140.0
2001-08-13,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,140.0
2001-08-13,Pennsylvania,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,140.0
2001-08-13,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,210.0
2001-08-13,Maryland,Approach,Small,Unknown bird - small,Day,0,0,0,138.0
2001-08-13,Kentucky,Take-off run,Small,Eastern meadowlark,Day,0,0,0,140.0
2001-08-13,Kentucky,Take-off run,Small,Mourning dove,Day,0,0,0,130.0
2001-08-13,Louisiana,Take-off run,Small,Mourning dove,Day,0,0,0,150.0
2001-08-13,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,140.0
2001-08-14,DC,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,150.0
2001-08-14,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,250.0
2001-08-14,Arizona,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
2001-08-14,Texas,Approach,Small,European starling,Day,0,0,0,120.0
2001-08-14,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
2001-08-14,Pennsylvania,Descent,Small,Unknown bird - small,Day,0,0,0,170.0
2001-08-14,Texas,Descent,Small,Unknown bird - small,Day,0,0,0,280.0
2001-08-14,Utah,Approach,Small,Western meadowlark,Night,0,0,0,190.0
